selection_rank	term	freq_abs_domain	freq_rel_dom_ppm	freq_abs_global	freq_rel_glob_ppm	specificity_ratio	log_likelihood	n_articles	qid_wikidata	depth	nivel_abstraccion
275	computadores	18	36.93	194	0.46	89.06	124.28	18			desconocido
276	adapter	18	36.93	195	0.46	88.56	124.09	13			desconocido
277	joysticks	10	20.52	110	0.26	87.08	68.62	8			desconocido
278	hdcp	7	14.36	77	0.18	87.08	48.03	5			desconocido
279	microelectronics	7	14.36	77	0.18	87.08	48.03	6			desconocido
280	bulldozer	22	45.14	244	0.57	86.30	150.59	6			desconocido
281	módem	11	22.57	122	0.29	86.30	75.30	8			desconocido
282	formateo	9	18.47	100	0.24	86.12	61.57	8			desconocido
283	microprocesador	10	20.52	112	0.26	85.37	68.25	10	Q5297		desconocido
284	nand	31	63.61	348	0.82	85.16	211.42	12			desconocido
285	byte	78	160.05	878	2.07	84.90	531.53	34			desconocido
286	analógico	7	14.36	79	0.19	84.66	47.66	5			desconocido
287	procesador	43	88.23	487	1.15	84.34	292.48	27			desconocido
288	formateado	16	32.83	182	0.43	83.93	108.68	14			desconocido
289	megapíxel	51	104.65	583	1.37	83.48	345.91	20			desconocido
290	almacenamiento	106	217.51	1218	2.87	83.01	717.82	77			desconocido
291	megapíxeles	6	12.31	69	0.16	82.94	40.62	5			desconocido
292	retrocompatibilidad	12	24.62	139	0.33	82.28	81.06	9			desconocido
293	accelerated	8	16.42	94	0.22	81.01	53.81	8			desconocido
294	netbooks	9	18.47	106	0.25	80.80	60.49	8			desconocido
295	microcomputador	16	32.83	189	0.44	80.54	107.44	10			desconocido
296	clasificador	67	137.48	794	1.87	80.25	449.45	12			desconocido
297	microordenador	16	32.83	190	0.45	80.08	107.26	12			desconocido
298	keyboard	43	88.23	511	1.20	80.01	288.20	22			desconocido
299	tektronix	9	18.47	107	0.25	79.97	60.31	6			desconocido
300	megabyte	8	16.42	96	0.23	79.17	53.46	7			desconocido
301	mips	51	104.65	613	1.44	79.02	340.63	27			desconocido
302	voltaje	13	26.68	158	0.37	78.07	86.53	10			desconocido
303	flash	16	32.83	195	0.46	77.84	106.41	10			desconocido
304	versatile	10	20.52	122	0.29	77.75	66.48	7			desconocido
305	pixel	82	168.26	1004	2.36	77.45	544.55	23			desconocido
306	subproceso	21	43.09	259	0.61	76.84	139.14	6			desconocido
307	genómica	43	88.23	533	1.25	76.42	284.47	17			desconocido
308	mainfram	16	32.83	199	0.47	76.14	105.74	9			desconocido
309	computacional	35	71.82	436	1.03	76.01	231.19	13			desconocido
310	memorio	8	16.42	100	0.24	75.72	52.79	8			desconocido
311	component	19	38.99	239	0.56	75.21	125.12	6			desconocido
312	gpus	12	24.62	151	0.36	75.18	79.02	10			desconocido
313	minicomputadora	12	24.62	151	0.36	75.18	79.02	9			desconocido
314	deshabilitado	15	30.78	189	0.44	75.07	98.73	8			desconocido
315	capacitivo	23	47.19	290	0.68	75.01	151.35	15			desconocido
316	megabyt	19	38.99	242	0.57	74.20	124.64	13			desconocido
317	policarbonato	29	59.51	370	0.87	74.06	190.13	13			desconocido
318	criptografía	72	147.74	919	2.16	74.02	471.99	17	Q8789	2	generico
319	concentrador	5	10.26	64	0.15	73.80	32.75	5	Q128003	2	generico
320	radeon	100	205.19	1281	3.01	73.74	654.80	32	Q295089		desconocido
321	registradora	7	14.36	90	0.21	73.44	45.78	6			desconocido
322	computación	637	1307.08	8200	19.30	73.35	4164.68	273			desconocido
323	escáner	11	22.57	142	0.33	73.12	71.85	6	Q8778345	1	muy_generico
324	multiplexado	11	22.57	142	0.33	73.12	71.85	11			desconocido
325	píxel	337	691.50	4366	10.28	72.84	2198.86	105			desconocido
326	clónico	15	30.78	195	0.46	72.57	97.77	5			desconocido
327	firmware	22	45.14	288	0.68	72.02	143.08	14	Q104851	1	muy_generico
328	ethernet	151	309.84	1981	4.66	71.85	981.36	64			desconocido
329	gamepad	15	30.78	200	0.47	70.61	96.99	11			desconocido
330	bayesiana	6	12.31	80	0.19	70.61	38.80	5			desconocido
331	bits	37	75.92	497	1.17	70.04	238.68	29			desconocido
332	reset	9	18.47	121	0.28	69.98	58.04	7			desconocido
333	hollerith	10	20.52	135	0.32	69.67	64.40	5			desconocido
334	formatear	17	34.88	230	0.54	69.50	109.41	13			desconocido
335	multivariante	13	26.68	176	0.41	69.45	83.65	7			desconocido
336	generativo	73	149.79	989	2.33	69.40	469.62	13			desconocido
337	acelerómetro	28	57.45	380	0.89	69.27	180.03	22			desconocido
338	rasterizado	10	20.52	136	0.32	69.11	64.25	7			desconocido
339	miniordenador	5	10.26	68	0.16	69.11	32.13	5			desconocido
340	kbit	23	47.19	316	0.74	68.36	147.30	11			desconocido
341	potenciómetro	16	32.83	220	0.52	68.30	102.45	7			desconocido
342	terabyt	9	18.47	125	0.29	67.56	57.44	8			desconocido
343	printer	20	41.04	281	0.66	66.73	127.18	10			desconocido
344	switch	21	43.09	296	0.70	66.50	133.40	10			desconocido
345	openvms	6	12.31	85	0.20	66.14	38.05	5			desconocido
346	algorithms	27	55.40	383	0.90	66.05	171.16	10			desconocido
347	videoconsola	10	20.52	142	0.33	65.97	63.37	9			desconocido
348	inalámbrico	257	527.35	3651	8.59	65.94	1628.41	94			desconocido
349	verilog	6	12.31	86	0.20	65.31	37.91	6			desconocido
350	architectures	5	10.26	72	0.17	64.99	31.54	5			desconocido
