selection_rank	term	freq_abs_domain	freq_rel_dom_ppm	freq_abs_global	freq_rel_glob_ppm	specificity_ratio	log_likelihood	n_articles	qid_wikidata	depth	nivel_abstraccion
237	tübingen	8	49.61	1136	2.67	18.68	31.64	5			desconocido
238	texto	855	5301.67	122073	287.31	18.58	3373.04	117			desconocido
239	afectivo	18	111.61	2575	6.06	18.54	70.94	13			desconocido
240	estilístico	33	204.63	4723	11.12	18.53	130.04	17	Q28856	1	muy_generico
241	sustantivo	12	74.41	1724	4.06	18.46	47.20	9			desconocido
242	sociocultural	18	111.61	2598	6.11	18.37	70.64	11			desconocido
243	methods	10	62.01	1445	3.40	18.35	39.22	7			desconocido
244	dialectal	13	80.61	1905	4.48	18.10	50.64	12			desconocido
245	literal	31	192.22	4596	10.82	17.88	120.08	14			desconocido
246	palabra	985	6107.77	146696	345.27	17.80	3807.07	142			desconocido
247	islandés	9	55.81	1363	3.21	17.51	34.50	5			desconocido
248	tipología	32	198.43	4866	11.45	17.43	122.42	12			desconocido
249	quijote	44	272.83	6706	15.78	17.39	168.14	6			desconocido
250	descriptivo	29	179.82	4430	10.43	17.35	110.69	17			desconocido
251	articulación	57	353.44	8787	20.68	17.20	216.59	14			desconocido
252	enfoque	230	1426.18	35575	83.73	17.14	872.50	84			desconocido
253	aplicada	15	93.01	2320	5.46	17.14	56.90	5			desconocido
254	conjunción	21	130.22	3251	7.65	17.12	79.63	10			desconocido
255	enciclopédico	10	62.01	1556	3.66	17.03	37.82	8			desconocido
256	antropológico	19	117.81	2968	6.99	16.97	71.72	9			desconocido
257	analysis	31	192.22	4863	11.45	16.90	116.77	13			desconocido
258	understanding	8	49.61	1264	2.97	16.77	30.03	7			desconocido
259	retórico	16	99.21	2530	5.95	16.76	60.03	11			desconocido
260	nominal	48	297.64	7826	18.42	16.25	177.32	18			desconocido
261	celta	42	260.43	6885	16.20	16.16	154.72	5			desconocido
262	noción	67	415.45	11053	26.01	16.06	246.02	42			desconocido
263	corpus	49	303.84	8140	19.16	15.95	179.29	14			desconocido
264	introducción	41	254.23	6817	16.04	15.94	149.95	23			desconocido
265	emisor	20	124.02	3331	7.84	15.91	73.08	8			desconocido
266	signo	157	973.52	26396	62.13	15.76	570.91	34			desconocido
267	dental	30	186.02	5071	11.94	15.67	108.79	7			desconocido
268	innato	15	93.01	2539	5.98	15.65	54.36	5			desconocido
269	sistémico	17	105.41	2902	6.83	15.52	61.33	9			desconocido
270	epopeya	13	80.61	2258	5.31	15.25	46.48	7			desconocido
271	interlocutor	9	55.81	1581	3.72	15.08	31.99	8			desconocido
272	traductor	57	353.44	10036	23.62	15.04	202.34	14			desconocido
273	citar él	10	62.01	1781	4.19	14.87	35.28	5			desconocido
274	languages	16	99.21	2857	6.72	14.83	56.38	8			desconocido
275	comprensión	76	471.26	13601	32.01	14.80	267.47	39			desconocido
276	vols	39	241.83	7267	17.10	14.21	134.31	12			desconocido
277	estadístico	63	390.65	11795	27.76	14.14	216.41	24			desconocido
278	disciplina	162	1004.53	30424	71.61	14.10	555.55	62			desconocido
279	dialecto	94	582.87	17728	41.73	14.04	321.62	28			desconocido
280	structure	12	74.41	2275	5.35	13.97	40.94	5			desconocido
281	comparado	59	365.85	11213	26.39	13.93	201.02	23			desconocido
282	jerga	11	68.21	2106	4.96	13.83	37.33	9			desconocido
283	translation	18	111.61	3488	8.21	13.66	60.68	9			desconocido
